id,dataset,population_id,unique_identifier,plot,previous_generation,line,genealogy,pedigree,rep,treatment,block,row,col,trial,env,ADAPT,DF,DPM,FeSEED,FLCOL,GH,MEHA,MT2H,PHI,PLHA,POM,POM_corrected,PSC,seed_weight_PHI,SW100,SCP,SDBR,SSC,SSZ,total_weight_PHI,TSW,YDHA,YDHPL,ZnSEED,col_f,row_f
10167,Pal18A_irr,65,18ACA00750.000,750,17ACA03097.000,RMX_019,0,CAL143x((A483xG6416)x(VAX3xAFR298)),R1,T108,B19,20,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14.8,13.7,0,NA,43,NA,NA,NA,NA,NA,190.51,NA,1546.4433,NA,3,20
10166,Pal18A_irr,65,18ACA00749.000,749,17ACA03013.000,RAA_021,0,SUG50xDRK16,R1,T95,B19,20,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10.2,13.7,6,NA,36,NA,NA,NA,NA,NA,131.54,NA,1121.14907,NA,4,20
10165,Pal18A_irr,65,18ACA00748.000,748,17ACC01889.000,DAA_085,SA  26732-(M)CF2-12C-(CM)C-(M)C,DAB  295 x DAB  494,R1,T297,B19,20,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13.8,13.7,6,NA,37,NA,NA,2,NA,NA,149.69,NA,1109.431446,NA,5,20
10164,Pal18A_irr,65,18ACA00747.000,747,17ACA02485.000,DAB_926,0,SAB712xKATB1,R1,T20,B19,20,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,13.9,13.9,1,NA,46,NA,NA,NA,NA,NA,303.91,NA,1915.732416,NA,6,20
10163,Pal18A_irr,65,18ACA00746.000,746,17ACA02701.000,DAB_571,0,SUG47xBRB25,R1,T54,B19,20,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4.59,13.7,6,NA,43,NA,NA,NA,NA,NA,49.9,NA,NA,NA,7,20
10162,Pal18A_irr,65,18ACA00745.000,745,17ACC01679.000,DAA_107,.  24604 -7 F2 -(CM)W-(CM)W-(CM)W-3 Z-(CM)Z-(M)Z,RAA20x(RAA20xG23823E),R1,T203,B19,20,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,15.3,15.3,6,NA,46,NA,NA,NA,NA,NA,308.44,NA,1259.565389,NA,8,20
10161,Pal18A_irr,65,18ACA00744.000,744,17ACC02115.000,DAA_070,AS  17570-2C F2-(CM)C-1C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R1,T229,B20,20,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,13.3,13.3,2,NA,56,NA,NA,6,NA,NA,462.66,NA,1762.053163,NA,9,20
10160,Pal18A_irr,65,18ACA00743.000,743,17ACC01659.000,DAA_131,SA  26346-(M)Z  F2-7C-(CM)C-4C-(CM)C-(CM)C,DAB66 x DAB290,R1,T327,B20,20,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.5,14.5,6,NA,53,NA,NA,NA,NA,NA,553.38,NA,2226.84892,NA,10,20
10159,Pal18A_irr,65,18ACA00742.000,742,17ACA02873.000,DAB_628,0,SAB560xRMC57,R1,T78,B20,20,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15.1,15.1,6,NA,50,NA,NA,NA,NA,NA,308.44,NA,NA,NA,11,20
10158,Pal18A_irr,65,18ACA00741.000,741,17ACC01953.000,NDZ_001,NA  26691-12C F2-(CM)C-4C-(CM)C-(M)C,(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712))),R1,T275,B20,20,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,15,6,NA,50,NA,NA,NA,NA,NA,381.02,NA,3765.895349,NA,12,20
10157,Pal18A_irr,65,18ACA00740.000,740,17ACC01669.000,DICTA_17,0,0,R1,T338,B20,20,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,14.6,14.6,6,NA,29,NA,NA,NA,NA,NA,603.28,NA,2611.335432,NA,13,20
10156,Pal18A_irr,65,18ACA00739.000,739,17ACC02051.000,DAA_071,AS  17573-5C F2-(CM)C-1C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R1,T242,B20,20,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.1,14.1,6,NA,59,NA,NA,2,NA,NA,526.17,NA,2179.14365,NA,14,20
10155,Pal18A_irr,65,18ACA00738.000,738,17ACA03513.000,DAA_145,SZ17572-2CF2-(CM)C-4C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R1,T144,B20,20,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14.8,14.8,6,NA,52,NA,NA,NA,NA,NA,299.37,NA,1867.388062,NA,15,20
10154,Pal18A_irr,65,18ACA00737.000,737,17ACC01593.000,DAA_048,AS  17540-1C F2-(CM)C-1C-(CM)C-(M)C,(SAB  659xSAA   17) X (SAP    1-15xDAB  528),R1,T209,B20,20,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,12.8,12.8,6,NA,60,NA,NA,2,NA,NA,399.16,NA,1810.632754,NA,16,20
10298,Pal18A_irr,65,18ACA00881.000,881,17ACC01977.000,DAA_053,AS  17573-5C F2-(CM)C-7C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R2,T243,B19,20,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,15.4,15.4,NA,NA,63,NA,NA,NA,NA,NA,458.13,NA,1781.726787,NA,17,20
10299,Pal18A_irr,65,18ACA00882.000,882,15ACC06037.000,DAA_218,SA26933-21CF2-(CM)C-3C-(CM)C,DAB  903 x (DAB  494 x DAB  317),R2,T380,B19,20,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,12.9,12.9,NA,NA,48,NA,NA,NA,NA,NA,385.55,NA,2765.910296,NA,18,20
10300,Pal18A_irr,65,18ACA00883.000,883,17ACA03589.000,DAA_065,AS17540-16CF2-(CM)C-4C-(CM)C-(M)C,(SAB659xSAA17)X(SAP1-15xDAB528),R2,T156,B19,20,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.6,14.6,NA,NA,48,NA,NA,NA,NA,NA,358.34,NA,4032.852806,NA,19,20
10301,Pal18A_irr,65,18ACA00884.000,884,17ACA03073.000,SUG_131,0,0,R2,T103,B19,20,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15.1,13.7,NA,NA,49,NA,NA,NA,NA,NA,226.8,NA,2416.343023,NA,20,20
10302,Pal18A_irr,65,18ACA00885.000,885,17ACA02673.000,AFR_619,0,A484xG4523,R2,T49,B19,20,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,15.4,15.4,NA,NA,46,NA,NA,NA,NA,NA,331.12,NA,1977.644452,NA,21,20
10303,Pal18A_irr,65,18ACA00886.000,886,17ACA02849.000,DAB_598,0,SAB560xRMC57,R2,T74,B19,20,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.8,13.8,NA,NA,50,NA,NA,NA,NA,NA,281.23,NA,NA,NA,22,20
10304,Pal18A_irr,65,18ACA00887.000,887,17ACA03049.000,DRK_149,0,TM1C9C1xBRB20,R2,T98,B19,20,29,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14.2,14.2,NA,NA,56,NA,NA,NA,NA,NA,557.92,NA,4731.291349,NA,23,20
10305,Pal18A_irr,65,18ACA00888.000,888,15ACC06001.000,DAA_181,SA26901-11CF2-(CM)C-4C-(CM)C,(DAB   74 x DAB  525) x (DAB  494 x DAB  317),R2,T345,B19,20,30,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,15.6,15.6,NA,NA,42,NA,NA,NA,NA,NA,562.45,NA,3609.138014,NA,24,20
10306,Pal18A_irr,65,18ACA00889.000,889,17ACC01917.000,DAA_132,SA  26339-(M)Z  F2-4C-(CM)C-9C-(CM)C-(CM)C,DAB74 x DAB395,R2,T328,B20,20,31,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,14.3,14.3,NA,NA,59,NA,NA,NA,NA,NA,408.23,NA,2034.029709,NA,25,20
10307,Pal18A_irr,65,18ACA00890.000,890,17ACA02917.000,LPA_435,0,SAB682x(SUG47xRAA30)x(SUG47xUSA63),R2,T84,B20,20,32,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,13.8,13.8,NA,NA,45,NA,NA,NA,NA,NA,349.27,NA,1653.166208,NA,26,20
10308,Pal18A_irr,65,18ACA00891.000,891,17ACA03009.000,PVA_773,0,G13922x(G21721xG6474),R2,T94,B20,20,33,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,13.3,13.3,NA,NA,56,NA,NA,NA,NA,NA,594.21,NA,3916.843108,NA,27,20
10309,Pal18A_irr,65,18ACA00892.000,892,17ACA03445.000,LPA_146,0,0,R2,T139,B20,20,34,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,14.6,14.6,NA,NA,51,NA,NA,NA,NA,NA,331.12,NA,1863.255876,NA,28,20
10310,Pal18A_irr,65,18ACA00893.000,893,17ACA02521.000,KAT_B1,0,0,R2,T25,B20,20,35,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,12.8,12.8,NA,NA,46,NA,NA,NA,NA,NA,303.91,NA,2910.311266,NA,29,20
10311,Pal18A_irr,65,18ACA00894.000,894,17ACA03513.000,DAA_145,SZ17572-2CF2-(CM)C-4C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R2,T144,B20,20,36,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,12.8,12.8,NA,NA,55,NA,NA,NA,NA,NA,625.96,NA,2839.421983,NA,30,20
10312,Pal18A_irr,65,18ACA00895.000,895,15ACC05993.000,DAA_221,SA26930-16CF2-(CM)C-5C-(CM)C,DAB  904 x (DAB  494 x DAB  528),R2,T381,B20,20,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.7,12.7,NA,NA,49,NA,NA,NA,NA,NA,399.16,NA,5298.688336,NA,31,20
10313,Pal18A_irr,65,18ACA00896.000,896,15ACC05999.000,DAA_210,SA26911-6CF2-(CM)C-2C-(CM)C,(DAB  494 x DAB  528) x (DAB  525 x DAB  317),R2,T372,B20,20,38,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.07,13.7,NA,NA,13,NA,NA,NA,NA,NA,22.68,NA,NA,NA,32,20
10937,Pal18A_irr,65,18ACA01520.000,1520,17ACC01663.000,DAA_136,SA  26385-(M)Z  F2-5C-(CM)C-5C-(CM)C-(CM)C,DAB441 x BRB189,R3,T332,B19,20,45,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10.7,10.7,NA,NA,60,NA,NA,NA,NA,NA,811.93,NA,3257.375616,NA,33,20
10936,Pal18A_irr,65,18ACA01519.000,1519,17ACC01787.000,DAN_053,NA  26691-49C F2-(CM)C-3C-(CM)C-(M)C,(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712))),R3,T279,B19,20,46,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.5,14.5,NA,NA,48,NA,NA,NA,NA,NA,512.56,NA,2112.892683,NA,34,20
10935,Pal18A_irr,65,18ACA01518.000,1518,15ACC06007.000,DAA_200,SA26925-22CF2-(CM)C-4C-(CM)C,(DAB  494 x DAB  302) x (DAB  525 x DAB  528),R3,T364,B19,20,47,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12.9,12.9,NA,NA,54,NA,NA,NA,NA,NA,272.16,NA,NA,NA,35,20
10934,Pal18A_irr,65,18ACA01517.000,1517,17ACC01599.000,NDZ_005,NA  26677-21C F2-(CM)C-1C-(CM)C-(M)C,(NUA103 x MAZ32) x DAB441,R3,T253,B19,20,48,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,10.5,10.5,NA,NA,52,NA,NA,NA,NA,NA,816.47,NA,3209.971848,NA,36,20
10933,Pal18A_irr,65,18ACA01516.000,1516,17ACC01731.000,NDZ_003,NA  26691-27C F2-(CM)C-2C-(CM)C-(M)C,(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712))),R3,T277,B19,20,49,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,11.5,11.5,NA,NA,59,NA,NA,NA,NA,NA,612.35,NA,2550.610673,NA,37,20
10932,Pal18A_irr,65,18ACA01515.000,1515,17ACC02089.000,DAA_110,.  24609 -2 F2 -(CM)W-(CM)W-(CM)W-1 Z-(CM)Z-(M)Z,AFR640x(AFR640xG23823E),R3,T204,B19,20,50,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,11.7,11.7,NA,NA,54,NA,NA,NA,NA,NA,630.49,NA,2684.142198,NA,38,20
10931,Pal18A_irr,65,18ACA01514.000,1514,17ACC01537.000,DAN_034,SA  26546-23C  F2-(CM)C-2C-(CM)C-(CM)C-(M)C,NUA291 x (NUA424 x (DAB164 x SAB620)),R3,T287,B19,20,51,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,12.8,12.8,NA,NA,51,NA,NA,NA,NA,NA,508.02,NA,2189.211767,NA,39,20
10930,Pal18A_irr,65,18ACA01513.000,1513,17ACA03153.000,AFR_722,0,0,R3,T200,B19,20,52,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,11.6,11.6,NA,NA,59,NA,NA,NA,NA,NA,571.53,NA,3120.98577,NA,40,20
10929,Pal18A_irr,65,18ACA01512.000,1512,17ACC01571.000,NDZ_010,NA  26682-15C F2-(CM)C-3C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R3,T266,B20,20,53,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,13,13,NA,NA,53,NA,NA,NA,NA,NA,485.34,NA,2454.917442,NA,41,20
10928,Pal18A_irr,65,18ACA01511.000,1511,17ACC02079.000,DAA_101,SA  26740-(M)CF2-3C-(CM)C-(M)C,DAB  525 x DAB  317,R3,T307,B20,20,54,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,13,13,NA,NA,57,NA,NA,NA,NA,NA,762.03,NA,3360.293292,NA,42,20
10927,Pal18A_irr,65,18ACA01510.000,1510,17ACA02925.000,LPA_499,0,SAB675x(SUG47xBRB25)x(SUG47xUSA77),R3,T85,B20,20,55,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,10.1,10.1,NA,NA,54,NA,NA,NA,NA,NA,576.06,NA,3656.115025,NA,43,20
10926,Pal18A_irr,65,18ACA01509.000,1509,17ACA02989.000,SAB_516,0,ABA36/ICAQUIMBAYA//SAB258,R3,T90,B20,20,56,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,11,NA,NA,57,NA,NA,NA,NA,NA,417.3,NA,4078.649225,NA,44,20
10925,Pal18A_irr,65,18ACA01508.000,1508,15ACC06122.000,DAA_203,SA26925-22CF2-(CM)C-1C-(CM)C,(DAB  494 x DAB  302) x (DAB  525 x DAB  528),R3,T366,B20,20,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.8,14.8,NA,NA,59,NA,NA,NA,NA,NA,358.34,NA,4023.408186,NA,45,20
10924,Pal18A_irr,65,18ACA01507.000,1507,17ACA02685.000,DAB_568,0,SUG47xRAA30,R3,T51,B20,20,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10.2,10.2,NA,NA,47,NA,NA,NA,NA,NA,503.49,NA,2792.979048,NA,46,20
10923,Pal18A_irr,65,18ACA01506.000,1506,17ACC01661.000,DAA_088,SA  26727-(M)CF2-2C-(CM)C-(M)C,DAB   74 x DAB  302,R3,T293,B20,20,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,12.2,12.2,NA,NA,63,NA,NA,NA,NA,NA,843.68,NA,3486.36979,NA,47,20
10922,Pal18A_irr,65,18ACA01505.000,1505,17ACA03681.000,DAA_024,AS17543-3CF2-(CM)C-6C-(CM)C-(M)C,(DAB555xSAA17)X(SAP1-15xSAB659),R3,T172,B20,20,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10.6,10.6,NA,NA,61,NA,NA,NA,NA,NA,498.95,NA,6298.207724,NA,48,20
10170,Pal18A_irr,65,18ACA00753.000,753,17ACA03153.000,AFR_722,0,0,R1,T200,B21,21,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10.2,13.7,6,NA,56,NA,NA,2,NA,NA,104.33,NA,NA,NA,1,21
10171,Pal18A_irr,65,18ACA00754.000,754,17ACA02409.000,ACC_022,0,(BRB268xRMC57)xSAB568,R1,T11,B21,21,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13.7,13.7,6,NA,41,NA,NA,2,NA,NA,299.37,NA,3004.14314,NA,2,21
10172,Pal18A_irr,65,18ACA00755.000,755,17ACA03157.000,NUA_291,0,NUA35x(AFR612xBID115),R1,T119,B21,21,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.01,13.7,6,NA,39,NA,NA,2,NA,NA,63.5,NA,NA,NA,3,21
10173,Pal18A_irr,65,18ACA00756.000,756,17ACC01643.000,DAA_097,SA  26738-(M)CF2-8C-(CM)C-(M)C,DAB  295 x DAB  317,R1,T303,B21,21,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14.9,14.9,6,NA,53,NA,NA,2,NA,NA,244.94,NA,3169.541127,NA,4,21
10174,Pal18A_irr,65,18ACA00757.000,757,17ACA02505.000,DAB_925,0,SAB725xKATB1,R1,T23,B21,21,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14.2,14.2,6,NA,47,NA,NA,2,NA,NA,358.34,NA,2250.967804,NA,5,21
10175,Pal18A_irr,65,18ACA00758.000,758,17ACA02757.000,DAB_610,0,BRB268xRMX19,R1,T60,B21,21,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.3,14.3,6,NA,44,NA,NA,NA,NA,NA,439.98,NA,NA,NA,6,21
10176,Pal18A_irr,65,18ACA00759.000,759,17ACA02333.000,DAB_903,0,SAB645xKATB9,R1,T5,B21,21,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,13.7,13.7,2,NA,45,NA,NA,6,NA,NA,258.55,NA,1837.784423,NA,7,21
10177,Pal18A_irr,65,18ACA00760.000,760,17ACA03021.000,RAA_034,0,0,R1,T197,B21,21,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.4,13.7,6,NA,35,NA,NA,NA,NA,NA,163.29,NA,2141.172987,NA,8,21
10178,Pal18A_irr,65,18ACA00761.000,761,17ACC01635.000,DAA_023,AS  17573-4C F2-(CM)C-3C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R1,T241,B22,21,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13.4,13.7,6,NA,51,NA,NA,NA,NA,NA,145.15,NA,1903.308587,NA,9,21
10179,Pal18A_irr,65,18ACA00762.000,762,17ACA02929.000,LPA_512,0,SAB675x(SUG47xBRB25)x(SUG47xUSA77),R1,T86,B22,21,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14.2,14.2,2,NA,53,NA,NA,6,NA,NA,290.3,NA,2461.811512,NA,10,21
10180,Pal18A_irr,65,18ACA00763.000,763,17ACA02629.000,DAB_233,0,(SAB628xCAL143)XSAB659,R1,T41,B22,21,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,14.6,14.6,6,NA,51,NA,NA,2,NA,NA,426.38,NA,2249.340422,NA,11,21
10181,Pal18A_irr,65,18ACA00764.000,764,17ACA03753.000,DAA_117,.25234-3WF2_(CM)Z-(CM)W-2Z-(CM)Z-(M)Z),(BRB211xRAZ170)xDRK156,R1,T183,B22,21,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,14.6,14.6,6,NA,51,NA,NA,NA,NA,NA,362.87,NA,1701.597758,NA,12,21
10182,Pal18A_irr,65,18ACA00765.000,765,17ACC01567.000,DAA_141,SZ  17545-3C F2-(CM)C-4C-(CM)C-(M)C,(SAB  659xMAZ   21) X (SAP    1-15xSAB  659),R1,T311,B22,21,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14.4,14.4,7,NA,51,NA,NA,NA,NA,NA,793.79,NA,3123.643072,NA,13,21
10183,Pal18A_irr,65,18ACA00766.000,766,15ACC05999.000,DAA_210,SA26911-6CF2-(CM)C-2C-(CM)C,(DAB  494 x DAB  528) x (DAB  525 x DAB  317),R1,T372,B22,21,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.97,13.7,6,NA,45,NA,NA,NA,NA,NA,63.5,NA,NA,NA,14,21
10184,Pal18A_irr,65,18ACA00767.000,767,17ACC01943.000,DAA_019,AS  17570-1C F2-(CM)C-4C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R1,T228,B22,21,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.6,14.6,2,NA,51,NA,NA,6,NA,NA,439.98,NA,1811.579592,NA,15,21
10185,Pal18A_irr,65,18ACA00768.000,768,17ACC02185.000,DAA_033,AS  17541-16C F2-(CM)C-4C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R1,T217,B22,21,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,13.5,13.5,6,NA,60,NA,NA,2,NA,NA,489.88,NA,1745.078828,NA,16,21
10297,Pal18A_irr,65,18ACA00880.000,880,17ACA03005.000,SAB_712,0,(ABA58xICAQUIMBAYA)F1xSAB258,R2,T93,B21,21,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,15,15,NA,NA,54,NA,NA,NA,NA,NA,399.16,NA,1812.653048,NA,17,21
10296,Pal18A_irr,65,18ACA00879.000,879,17ACC01619.000,DAN_038,NA  26683-5C F2-(CM)C-6C-(CM)C-(M)C,(NUA537 x MAZ26) x DAB525,R2,T272,B21,21,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,13,13,NA,NA,59,NA,NA,NA,NA,NA,444.52,NA,1820.169103,NA,18,21
10295,Pal18A_irr,65,18ACA00878.000,878,17ACC01899.000,DAN_060,NA  26679-13C F2-(CM)C-3C-(CM)C-(M)C,(NUA357 x MAZ21) x DAB525,R2,T255,B21,21,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,12.6,12.6,NA,NA,49,NA,NA,NA,NA,NA,317.51,NA,1406.548473,NA,19,21
10294,Pal18A_irr,65,18ACA00877.000,877,17ACC02085.000,DAA_054,AS  17573-9C F2-(CM)C-5C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R2,T247,B21,21,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14.6,14.6,NA,NA,66,NA,NA,NA,NA,NA,703.07,NA,2637.511695,NA,20,21
10293,Pal18A_irr,65,18ACA00876.000,876,15ACC06129.000,DAA_198,SA26908-15CF2-(CM)C-4C-(CM)C,(DAB  295 x DAB  528) x (DAB  528 x DAB  302),R2,T362,B21,21,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13.9,13.9,NA,NA,62,NA,NA,NA,NA,NA,630.49,NA,3576.931058,NA,21,21
10292,Pal18A_irr,65,18ACA00875.000,875,17ACA03109.000,DAB_317,0,(KATB1xSAB618)X(SAB620xSAB631),R2,T110,B21,21,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14.9,14.9,NA,NA,55,NA,NA,NA,NA,NA,589.67,NA,3673.882812,NA,22,21
10291,Pal18A_irr,65,18ACA00874.000,874,17ACA03085.000,LYAMUNGO_85,0,0,R2,T106,B21,21,29,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,12.8,12.8,NA,NA,53,NA,NA,NA,NA,NA,467.2,NA,2516.632558,NA,23,21
10290,Pal18A_irr,65,18ACA00873.000,873,17ACC02089.000,DAA_110,.  24609 -2 F2 -(CM)W-(CM)W-(CM)W-1 Z-(CM)Z-(M)Z,AFR640x(AFR640xG23823E),R2,T204,B21,21,30,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14.3,14.3,NA,NA,56,NA,NA,NA,NA,NA,512.56,NA,2480.892571,NA,24,21
10289,Pal18A_irr,65,18ACA00872.000,872,17ACA02689.000,DAB_569,0,SUG47xRAA30,R2,T52,B22,21,31,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14.2,14.2,NA,NA,43,NA,NA,NA,NA,NA,349.27,NA,2278.377558,NA,25,21
10288,Pal18A_irr,65,18ACA00871.000,871,17ACC02219.000,DAA_077,SA  26733-(M)CF2-4C-(CM)C-(M)C,DAB  295 x DAB  525,R2,T300,B22,21,32,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,12.7,12.7,NA,NA,62,NA,NA,NA,NA,NA,576.06,NA,2311.873029,NA,26,21
10287,Pal18A_irr,65,18ACA00870.000,870,17ACA03077.000,RED_CANADIAN_WONDER,0,0,R2,T104,B22,21,33,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,15,15,NA,NA,32,NA,NA,NA,NA,NA,644.1,NA,3092.107973,NA,27,21
10286,Pal18A_irr,65,18ACA00869.000,869,15ACC06038.000,DAA_192,SA26906-17CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  525) x (DAB  494 x DAB  317),R2,T356,B22,21,34,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.9,12.9,NA,NA,57,NA,NA,NA,NA,NA,394.63,NA,5226.55314,NA,28,21
10285,Pal18A_irr,65,18ACA00868.000,868,17ACC01725.000,DAA_046,AS  17543-10C F2-(CM)C-5C-(CM)C-(M)C,(DAB  555xSAA   17) X (SAP    1-15xSAB  659),R2,T225,B22,21,35,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.4,14.4,NA,NA,64,NA,NA,NA,NA,NA,730.28,NA,2942.146888,NA,29,21
10284,Pal18A_irr,65,18ACA00867.000,867,17ACA02805.000,DAB_617,0,SAB514xRMA69,R2,T67,B22,21,36,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14.1,14.1,NA,NA,52,NA,NA,NA,NA,NA,408.23,NA,4332.400211,NA,30,21
10283,Pal18A_irr,65,18ACA00866.000,866,17ACA02477.000,DAB_930,0,SAB675xKATB1,R2,T18,B22,21,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14.7,14.7,NA,NA,56,NA,NA,NA,NA,NA,585.13,NA,5192.760177,NA,31,21
