id,dataset,population_id,unique_identifier,plot,previous_generation,line,genealogy,pedigree,rep,treatment,block,row,col,trial,env,ADAPT,DF,DPM,FeSEED,FLCOL,GH,MEHA,MT2H,PHI,PLHA,POM,POM_corrected,PSC,seed_weight_PHI,SW100,SCP,SDBR,SSC,SSZ,total_weight_PHI,TSW,YDHA,YDHPL,ZnSEED,col_f,row_f
9850,Pal18A_irr,65,18ACA00433.000,433,17ACA02533.000,AFR_298,0,0,R1,T189,B1,1,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15.3,15.3,6,NA,46,NA,NA,NA,NA,NA,430.91,NA,NA,NA,1,1
9851,Pal18A_irr,65,18ACA00434.000,434,17ACA03817.000,SEF_060,0,0,R1,T192,B1,1,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,12.8,12.8,6,NA,24,NA,NA,NA,NA,NA,635.03,NA,2958.417574,NA,2,1
9852,Pal18A_irr,65,18ACA00435.000,435,17ACA02641.000,DAB_525,0,(KATB1xSAB618)X(SAB623xSAB627),R1,T44,B1,1,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,14,6,NA,45,NA,NA,NA,NA,NA,385.55,NA,NA,NA,3,1
9853,Pal18A_irr,65,18ACA00436.000,436,17ACA02289.000,DAB_902,0,SAB626xKATB9,R1,T1,B1,1,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,15,15,NA,NA,55,NA,NA,NA,NA,NA,358.34,NA,1824.528894,NA,4,1
9854,Pal18A_irr,65,18ACA00437.000,437,17ACC01967.000,MIB_465,0,0,R1,T334,B1,1,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14,14,NA,NA,18,NA,NA,NA,NA,NA,426.38,NA,1767.917073,NA,5,1
9855,Pal18A_irr,65,18ACA00438.000,438,17ACC01829.000,DAA_017,AS  17540-9C F2-(CM)C-6C-(CM)C-(M)C,(SAB  659xSAA   17) X (SAP    1-15xDAB  528),R1,T212,B1,1,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15.3,15.3,1,NA,47,NA,NA,NA,NA,NA,521.63,NA,2079.443624,NA,6,1
9856,Pal18A_irr,65,18ACA00439.000,439,17ACA03413.000,CMB_018,0,0,R1,T138,B1,1,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15.1,13.7,6,NA,49,NA,NA,2,NA,NA,176.9,NA,1507.763953,NA,7,1
9857,Pal18A_irr,65,18ACA00440.000,440,17ACA02805.000,DAB_617,0,SAB514xRMA69,R1,T67,B1,1,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13.8,13.8,6,NA,43,NA,NA,2,NA,NA,258.55,NA,3671.309787,NA,8,1
9858,Pal18A_irr,65,18ACA00441.000,441,17ACC01573.000,DAA_127,SA  26536-6C  F2-(CM)C-4C-(CM)C-(CM)C,DAD19 x (DAB66 x DAB555),R1,T323,B2,1,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,13.7,13.7,2,NA,44,NA,NA,6,NA,NA,281.23,NA,1296.645295,NA,9,1
9859,Pal18A_irr,65,18ACA00442.000,442,17ACA03577.000,DAN_037,NA26682-26CF2-(CM)C-10C-(CM)C-(M)C,(NUA537xMAZ21)xDAB441,R1,T153,B2,1,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14.5,14.5,2,NA,49,NA,NA,6,NA,NA,299.37,NA,1873.963372,NA,10,1
9860,Pal18A_irr,65,18ACA00443.000,443,17ACC01697.000,SEC_035,0,0,R1,T340,B2,1,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,13.6,13.6,7,NA,13,NA,NA,2,NA,NA,539.77,NA,2793.566512,NA,11,1
9861,Pal18A_irr,65,18ACA00444.000,444,17ACA03677.000,DAA_044,AS17541-2CF2-(CM)C-7C-(CM)C-(M)C,(SAB659xSAA20)X(SAP1-15xDAB528),R1,T171,B2,1,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,13,13,6,NA,51,NA,NA,2,NA,NA,435.45,NA,3941.435435,NA,12,1
9862,Pal18A_irr,65,18ACA00445.000,445,17ACA02309.000,DAB_906,0,SAB645xKATB9,R1,T2,B2,1,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14.9,14.9,6,NA,52,NA,NA,2,NA,NA,381.02,NA,2913.433584,NA,13,1
9863,Pal18A_irr,65,18ACA00446.000,446,17ACC01583.000,NDZ_007,NA  26679-13C F2-(CM)C-4C-(CM)C-(M)C,(NUA357 x MAZ21) x DAB525,R1,T256,B2,1,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.7,14.7,6,NA,56,NA,NA,NA,NA,NA,644.1,NA,2648.920618,NA,14,1
9864,Pal18A_irr,65,18ACA00447.000,447,17ACC01693.000,DAA_047,SZ  17550-6C F2-(CM)C-3C-(CM)C-(M)C,(DAB  528xMAZ   21) X (DAB  555xSAA   17),R1,T313,B2,1,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,14,14,6,NA,54,NA,NA,NA,NA,NA,385.55,NA,2048.234375,NA,15,1
9865,Pal18A_irr,65,18ACA00448.000,448,17ACC01525.000,DAA_057,AS  17541-8C F2-(CM)C-1C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R1,T221,B2,1,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,12.5,12.5,6,NA,49,NA,NA,NA,NA,NA,331.12,NA,1396.883154,NA,16,1
10617,Pal18A_irr,65,18ACA01200.000,1200,17ACA02993.000,SAB_560,0,0,R2,T194,B1,1,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,15,15,NA,NA,37,NA,NA,NA,NA,NA,276.69,NA,1788.090564,NA,17,1
10616,Pal18A_irr,65,18ACA01199.000,1199,17ACA02533.000,AFR_298,0,0,R2,T189,B1,1,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13.1,13.1,NA,NA,44,NA,NA,NA,NA,NA,353.8,NA,3038.771744,NA,18,1
10615,Pal18A_irr,65,18ACA01198.000,1198,17ACA03793.000,ICA_CALIMA,0,0,R2,T188,B1,1,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,13.7,13.7,NA,NA,42,NA,NA,NA,NA,NA,190.51,NA,1159.832475,NA,19,1
10614,Pal18A_irr,65,18ACA01197.000,1197,17ACA03625.000,NDZ_012,NA26683-5CF2-(CM)C-4C-(CM)C-(M)C,(NUA537xMAZ26)xDAB525,R2,T163,B1,1,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,13.7,NA,NA,39,NA,NA,NA,NA,NA,145.15,NA,1903.308587,NA,20,1
10613,Pal18A_irr,65,18ACA01196.000,1196,17ACC01661.000,DAA_088,SA  26727-(M)CF2-2C-(CM)C-(M)C,DAB   74 x DAB  302,R2,T293,B1,1,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,15,15,NA,NA,52,NA,NA,NA,NA,NA,435.45,NA,1784.529921,NA,21,1
10612,Pal18A_irr,65,18ACA01195.000,1195,17ACA02605.000,DAB_277,0,(SAB628xCAL143)XSAB659,R2,T37,B1,1,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.69,13.7,NA,NA,35,NA,NA,NA,NA,NA,99.79,NA,NA,NA,22,1
10611,Pal18A_irr,65,18ACA01194.000,1194,17ACA03317.000,DAA_010,0,DAB105xSAB621,R2,T132,B1,1,29,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13.9,13.7,NA,NA,41,NA,NA,NA,NA,NA,154.22,NA,NA,NA,23,1
10610,Pal18A_irr,65,18ACA01193.000,1193,17ACC01629.000,DAA_067,AS  17541-14C F2-(CM)C-6C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R2,T215,B1,1,30,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,14.6,14.6,NA,NA,62,NA,NA,NA,NA,NA,675.85,NA,3565.403452,NA,24,1
10609,Pal18A_irr,65,18ACA01192.000,1192,17ACC02049.000,DAA_080,SA  26730-(M)CF2-1C-(CM)C-(M)C,DAB   74 x DAB  525,R2,T295,B2,1,31,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,13,13,NA,NA,45,NA,NA,NA,NA,NA,435.45,NA,1826.51886,NA,25,1
10608,Pal18A_irr,65,18ACA01191.000,1191,17ACC01803.000,DAA_026,AS  17573-6C F2-(CM)C-5C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R2,T244,B2,1,32,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14.8,13.7,NA,NA,52,NA,NA,NA,NA,NA,222.26,NA,1457.21449,NA,26,1
10607,Pal18A_irr,65,18ACA01190.000,1190,17ACC01905.000,DAA_135,SA  26371-(M)Z  F2-3C-(CM)C-1C-(CM)C-(CM)C,DAB389 x DAB395,R2,T331,B2,1,33,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,12.7,13.7,NA,NA,53,NA,NA,NA,NA,NA,222.26,NA,1353.127741,NA,27,1
10606,Pal18A_irr,65,18ACA01189.000,1189,17ACC01781.000,DAN_061,NA  26682-5C F2-(CM)C-7C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R2,T271,B2,1,34,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12.7,13.7,NA,NA,35,NA,NA,NA,NA,NA,235.87,NA,1218.412333,NA,28,1
10605,Pal18A_irr,65,18ACA01188.000,1188,17ACA03669.000,DAA_045,AS17573-6CF2-(CM)C-8C-(CM)C-(M)C,DAB489X(SAB659xSAA17),R2,T170,B2,1,35,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12.9,12.9,NA,NA,55,NA,NA,NA,NA,NA,258.55,NA,1935.46504,NA,29,1
10604,Pal18A_irr,65,18ACA01187.000,1187,17ACA02309.000,DAB_906,0,SAB645xKATB9,R2,T2,B2,1,36,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,14.5,13.7,NA,NA,42,NA,NA,NA,NA,NA,226.8,NA,1680.934277,NA,30,1
10603,Pal18A_irr,65,18ACA01186.000,1186,17ACC01663.000,DAA_136,SA  26385-(M)Z  F2-5C-(CM)C-5C-(CM)C-(CM)C,DAB441 x BRB189,R2,T332,B2,1,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14.4,14.4,NA,NA,42,NA,NA,NA,NA,NA,439.98,NA,2127.105967,NA,31,1
10602,Pal18A_irr,65,18ACA01185.000,1185,15ACC05989.000,DAA_199,SA26926-8CF2-(CM)C-1C-(CM)C,(DAB  494 x DAB  302) x (DAB  295 x DAB  317),R2,T363,B2,1,38,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14.7,14.7,NA,NA,49,NA,NA,NA,NA,NA,254.01,NA,NA,NA,32,1
10618,Pal18A_irr,65,18ACA01201.000,1201,17ACA02825.000,DAB_594,0,SAB560xRMC57,R3,T70,B1,1,45,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.5,13.7,NA,NA,49,NA,NA,NA,NA,NA,235.87,NA,NA,NA,33,1
10619,Pal18A_irr,65,18ACA01202.000,1202,17ACC01821.000,DAA_068,AS  17540-8C F2-(CM)C-5C-(CM)C-(M)C,(SAB  659xSAA   17) X (SAP    1-15xDAB  528),R3,T211,B1,1,46,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,13.5,13.5,NA,NA,59,NA,NA,NA,NA,NA,598.74,NA,2326.763134,NA,34,1
10620,Pal18A_irr,65,18ACA01203.000,1203,17ACA02793.000,DAB_588,0,SEQ1027xRMA70,R3,T65,B1,1,47,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,13.7,13.7,NA,NA,47,NA,NA,NA,NA,NA,498.95,NA,2745.722224,NA,35,1
10621,Pal18A_irr,65,18ACA01204.000,1204,15ACC06137.000,DAA_212,SA26920-17CF2-(CM)C-4C-(CM)C,(DAB  525 x DAB  317) x (DAB  494 x DAB  525),R3,T374,B1,1,48,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.31,13.7,NA,NA,46,NA,NA,NA,NA,NA,58.97,NA,NA,NA,36,1
10622,Pal18A_irr,65,18ACA01205.000,1205,17ACC01531.000,DAN_041,NA  26675-2C F2-(CM)C-6C-(CM)C-(M)C,(NUA103 x MAZ21) x DAB261,R3,T250,B1,1,49,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,12.9,12.9,NA,NA,48,NA,NA,NA,NA,NA,616.89,NA,2212.764106,NA,37,1
10623,Pal18A_irr,65,18ACA01206.000,1206,17ACC02187.000,DAA_056,AS  17573-4C F2-(CM)C-1C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R3,T240,B1,1,50,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.6,14.6,NA,NA,63,NA,NA,NA,NA,NA,576.06,NA,2315.403953,NA,38,1
10624,Pal18A_irr,65,18ACA01207.000,1207,17ACA02437.000,ACC_004,0,((RMA71xRMC65)x(RMX2xBRB266))xAFR298,R3,T13,B1,1,51,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,13.3,13.3,NA,NA,51,NA,NA,NA,NA,NA,385.55,NA,1785.864692,NA,39,1
10625,Pal18A_irr,65,18ACA01208.000,1208,17ACC02007.000,DAN_067,NA  26682-5C F2-(CM)C-3C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R3,T269,B1,1,52,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15.1,15.1,NA,NA,43,NA,NA,NA,NA,NA,322.05,NA,2702.411424,NA,40,1
10626,Pal18A_irr,65,18ACA01209.000,1209,17ACC01943.000,DAA_019,AS  17570-1C F2-(CM)C-4C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R3,T228,B2,1,53,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14.4,14.4,NA,NA,50,NA,NA,NA,NA,NA,508.02,NA,1999.109529,NA,41,1
10627,Pal18A_irr,65,18ACA01210.000,1210,17ACA03253.000,DAN_016,0,(SAB730xKATB1)xNUA424,R3,T128,B2,1,54,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15.1,15.1,NA,NA,47,NA,NA,NA,NA,NA,421.84,NA,3371.216346,NA,42,1
10628,Pal18A_irr,65,18ACA01211.000,1211,17ACA03149.000,AFR_735,0,T23xAND924,R3,T118,B2,1,55,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,13.1,13.1,NA,NA,51,NA,NA,NA,NA,NA,326.59,NA,2157.743323,NA,43,1
10629,Pal18A_irr,65,18ACA01212.000,1212,17ACC01701.000,DAA_058,AS  17573-9C F2-(CM)C-4C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R3,T246,B2,1,56,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,13.2,13.2,NA,NA,59,NA,NA,NA,NA,NA,467.2,NA,2004.070698,NA,44,1
10630,Pal18A_irr,65,18ACA01213.000,1213,17ACA03545.000,DAZ_005,SZ17554-0CF2-(CM)C-5C-(CM)C-(M)C,(SAP1xMAZ21)X(SAB659xSAA17),R3,T151,B2,1,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15.2,15.2,NA,NA,57,NA,NA,NA,NA,NA,594.21,NA,4527.553573,NA,45,1
10631,Pal18A_irr,65,18ACA01214.000,1214,17ACA02641.000,DAB_525,0,(KATB1xSAB618)X(SAB623xSAB627),R3,T44,B2,1,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13.4,13.4,NA,NA,55,NA,NA,NA,NA,NA,326.59,NA,NA,NA,46,1
10632,Pal18A_irr,65,18ACA01215.000,1215,17ACA02833.000,DAB_596,0,SAB560xRMC57,R3,T71,B2,1,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14.2,13.7,NA,NA,46,NA,NA,NA,NA,NA,190.51,NA,NA,NA,47,1
10633,Pal18A_irr,65,18ACA01216.000,1216,17ACA02409.000,ACC_022,0,(BRB268xRMC57)xSAB568,R3,T11,B2,1,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,14.2,14.2,NA,NA,48,NA,NA,NA,NA,NA,485.34,NA,3292.636856,NA,48,1
9881,Pal18A_irr,65,18ACA00464.000,464,17ACA02745.000,DAB_580,0,BRB211xRMC57,R1,T59,B1,2,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,13.4,13.4,6,NA,58,NA,NA,2,NA,NA,412.77,NA,2717.71017,NA,1,2
9880,Pal18A_irr,65,18ACA00463.000,463,17ACA02789.000,DAB_615,0,SEQ1006xBRB266,R1,T64,B1,2,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12.6,12.6,6,NA,45,NA,NA,NA,NA,NA,276.69,NA,2276.334452,NA,2,2
9879,Pal18A_irr,65,18ACA00462.000,462,17ACC02087.000,DAA_099,SA  26726-(M)CF2-4C-(CM)C-(M)C,DAB   74 x DAB  295,R1,T290,B1,2,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,15.4,15.4,6,NA,50,NA,NA,NA,NA,NA,498.95,NA,2139.504741,NA,3,2
9878,Pal18A_irr,65,18ACA00461.000,461,17ACA03665.000,DAA_029,AS17541-16CF2-(CM)C-3C-(CM)C-(M)C,(SAB659xSAA20)X(SAP1-15xDAB528),R1,T169,B1,2,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.4,13.7,6,NA,51,NA,NA,NA,NA,NA,231.33,NA,NA,NA,4,2
9877,Pal18A_irr,65,18ACA00460.000,460,17ACC01621.000,NDZ_006,NA  26675-16C F2-(CM)C-6C-(CM)C-(M)C,(NUA103 x MAZ21) x DAB261,R1,T249,B1,2,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14.2,14.2,6,NA,56,NA,NA,NA,NA,NA,335.66,NA,2587.704419,NA,5,2
9876,Pal18A_irr,65,18ACA00459.000,459,17ACA03017.000,RAA_030,0,AFR291x(DRK9xAFR188),R1,T96,B1,2,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15.4,15.4,6,NA,43,NA,NA,NA,NA,NA,453.59,NA,3160.625669,NA,6,2
9875,Pal18A_irr,65,18ACA00458.000,458,17ACA02341.000,DAB_912,0,SAB645xKATB9,R1,T6,B1,2,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15.2,15.2,6,NA,48,NA,NA,NA,NA,NA,480.81,NA,1918.980332,NA,7,2
9874,Pal18A_irr,65,18ACA00457.000,457,17ACA02649.000,DAB_520,0,(KATB1xSAB618)X(SAB623xSAB627),R1,T45,B1,2,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12.2,12.2,6,NA,43,NA,NA,NA,NA,NA,285.76,NA,3306.398264,NA,8,2
9873,Pal18A_irr,65,18ACA00456.000,456,17ACC01725.000,DAA_046,AS  17543-10C F2-(CM)C-5C-(CM)C-(M)C,(DAB  555xSAA   17) X (SAP    1-15xSAB  659),R1,T225,B2,2,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15.4,15.4,6,NA,61,NA,NA,2,NA,NA,730.28,NA,3213.857699,NA,9,2
9872,Pal18A_irr,65,18ACA00455.000,455,17ACA03189.000,NUA_430,0,(RADICALSANGILxG23823E)x(RADICALSANGILxBID115),R1,T126,B2,2,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15.6,15.6,6,NA,50,NA,NA,NA,NA,NA,317.51,NA,1826.637322,NA,10,2
9871,Pal18A_irr,65,18ACA00454.000,454,17ACA03297.000,DAA_002,0,DAB62xSAB627,R1,T130,B2,2,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,12.7,12.7,6,NA,50,NA,NA,NA,NA,NA,421.84,NA,3308.94685,NA,11,2
9870,Pal18A_irr,65,18ACA00453.000,453,17ACA03669.000,DAA_045,AS17573-6CF2-(CM)C-8C-(CM)C-(M)C,DAB489X(SAB659xSAA17),R1,T170,B2,2,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13.1,13.1,6,NA,61,NA,NA,NA,NA,NA,557.92,NA,3194.63262,NA,12,2
9869,Pal18A_irr,65,18ACA00452.000,452,17ACC02171.000,DAA_084,SA  26742-(M)CF2-14C-(CM)C-(M)C,DAB  295 x DAB  302,R1,T309,B2,2,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,13.7,13.7,6,NA,58,NA,NA,2,NA,NA,453.59,NA,1758.620214,NA,13,2
9868,Pal18A_irr,65,18ACA00451.000,451,17ACC02175.000,DAA_055,AS  17541-21C F2-(CM)C-6C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R1,T219,B2,2,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.8,14.8,6,NA,49,NA,NA,NA,NA,NA,635.03,NA,2546.449203,NA,14,2
9867,Pal18A_irr,65,18ACA00450.000,450,17ACC01991.000,DAA_069,AS  17570-5C F2-(CM)C-1C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R1,T233,B2,2,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,13.6,13.6,2,NA,64,NA,NA,6,NA,NA,598.74,NA,2324.073235,NA,15,2
9866,Pal18A_irr,65,18ACA00449.000,449,17ACA03277.000,DAN_022,0,(SAB645xKATB9)xNUA424,R1,T129,B2,2,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,13,13,6,NA,47,NA,NA,NA,NA,NA,376.48,NA,1904.288372,NA,16,2
10586,Pal18A_irr,65,18ACA01169.000,1169,17ACA02585.000,DAB_244,0,(SAB628xCAL143)XSAB659,R2,T33,B1,2,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,13.1,13.1,NA,NA,50,NA,NA,NA,NA,NA,254.01,NA,1616.059315,NA,17,2
10587,Pal18A_irr,65,18ACA01170.000,1170,17ACA02701.000,DAB_571,0,SUG47xBRB25,R2,T54,B1,2,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15.3,13.7,NA,NA,57,NA,NA,NA,NA,NA,199.58,NA,1360.857116,NA,18,2
10588,Pal18A_irr,65,18ACA01171.000,1171,17ACA02653.000,DAB_549,0,(KATB1xSAB618)X(SAB620xSAB631),R2,T46,B1,2,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13.1,13.7,NA,NA,43,NA,NA,NA,NA,NA,204.12,NA,2319.689302,NA,19,2
10589,Pal18A_irr,65,18ACA01172.000,1172,17ACA03521.000,DAA_154,SZ17572-4CF2-(CM)C-6C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R2,T146,B1,2,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12.1,13.7,NA,NA,43,NA,NA,NA,NA,NA,145.15,NA,1767.357973,NA,20,2
10590,Pal18A_irr,65,18ACA01173.000,1173,17ACA03389.000,CMB_012,0,0,R2,T137,B1,2,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15.3,13.7,NA,NA,40,NA,NA,NA,NA,NA,204.12,NA,1122.430308,NA,21,2
10591,Pal18A_irr,65,18ACA01174.000,1174,17ACA02357.000,DAB_910,0,SAB645xKATB9,R2,T7,B1,2,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14.5,13.7,NA,NA,50,NA,NA,NA,NA,NA,190.51,NA,1476.150423,NA,22,2
10592,Pal18A_irr,65,18ACA01175.000,1175,17ACA03525.000,DAA_151,SZ17572-4CF2-(CM)C-10C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R2,T147,B1,2,29,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12.6,12.6,NA,NA,54,NA,NA,NA,NA,NA,462.66,NA,3475.329767,NA,23,2
10593,Pal18A_irr,65,18ACA01176.000,1176,15ACC06083.000,DAA_183,SA26923-7CF2-(CM)C-4C-(CM)C,(DAB  295 x DAB  302) x (DAB  494 x DAB  525),R2,T347,B1,2,30,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.69,13.7,NA,NA,6,NA,NA,NA,NA,NA,49.9,NA,NA,NA,24,2
10594,Pal18A_irr,65,18ACA01177.000,1177,15ACC06064.000,DAA_178,SA26896-11CF2-(CM)C-3C-(CM)C,(DAB   74 x DAB  317) x (DAB  494 x DAB  525),R2,T342,B2,2,31,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13.9,13.9,NA,NA,44,NA,NA,NA,NA,NA,308.44,NA,3087.986512,NA,25,2
10595,Pal18A_irr,65,18ACA01178.000,1178,17ACA02977.000,SAB_659,0,0,R2,T191,B2,2,32,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,14.2,14.2,NA,NA,53,NA,NA,NA,NA,NA,412.77,NA,2414.05903,NA,26,2
10596,Pal18A_irr,65,18ACA01179.000,1179,17ACC02171.000,DAA_084,SA  26742-(M)CF2-14C-(CM)C-(M)C,DAB  295 x DAB  302,R2,T309,B2,2,33,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,13.3,13.3,NA,NA,54,NA,NA,NA,NA,NA,498.95,NA,1858.954512,NA,27,2
10597,Pal18A_irr,65,18ACA01180.000,1180,17ACA02901.000,DAB_066,0,AFR298xCAL143,R2,T82,B2,2,34,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,14.8,14.8,NA,NA,48,NA,NA,NA,NA,NA,263.08,NA,1476.918884,NA,28,2
10598,Pal18A_irr,65,18ACA01181.000,1181,17ACC01571.000,NDZ_010,NA  26682-15C F2-(CM)C-3C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R2,T266,B2,2,35,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.5,14.5,NA,NA,53,NA,NA,NA,NA,NA,439.98,NA,1770.517525,NA,29,2
10599,Pal18A_irr,65,18ACA01182.000,1182,15ACC05986.000,DAA_216,SA26913-4CF2-(CM)C-1C-(CM)C,(DAB  525 x DAB  528) x (DAB  295 x DAB  302),R2,T378,B2,2,36,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.09,13.7,NA,NA,17,NA,NA,NA,NA,NA,40.82,NA,NA,NA,30,2
10600,Pal18A_irr,65,18ACA01183.000,1183,15ACC06044.000,DAA_207,SA26909-11CF2-(CM)C-1C-(CM)C,(DAB  494 x DAB  525) x (DAB  525 x DAB  317),R2,T369,B2,2,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,13,NA,NA,52,NA,NA,NA,NA,NA,285.76,NA,NA,NA,31,2
